clie_id,clie_name,clie_nascimento,clie_sexo,clie_email,clie_telefone,clie_cidade,clie_estado,clie_endereco,clie_ativo
201,Dwain Shipperbottom,1980/12/18,M,dshipperbottom5k@prlog.org,+1 (210) 890-7828,San Antonio,Texas,1933 Corben Drive,true
202,Giulio Bithany,1996/11/22,M,gbithany5l@netlog.com,+1 (770) 558-5125,Marietta,Georgia,4872 Redwing Court,true
203,Morton Mowlam,1910/05/16,M,mmowlam5m@census.gov,+1 (804) 268-2442,Richmond,Virginia,55 Prairie Rose Place,false
204,Noemi Tregidgo,1905/03/04,F,ntregidgo5n@surveymonkey.com,+1 (504) 106-5021,New Orleans,Louisiana,00973 Trailsway Avenue,true
205,Glenden Palser,2013/03/28,M,gpalser5o@bloglines.com,+1 (804) 933-3657,Richmond,Virginia,3557 Surrey Point,true
206,Eolande Hancell,1951/06/22,F,ehancell5p@pen.io,+1 (412) 903-4961,Pittsburgh,Pennsylvania,62545 Hudson Street,false
207,Bridie Arnot,1997/08/12,F,barnot5q@so-net.ne.jp,+1 (917) 637-1409,New York City,New York,6 Novick Place,false
208,Travers MacKeller,1915/10/08,M,tmackeller5r@hhs.gov,+1 (301) 585-7515,Silver Spring,Maryland,7 Melby Circle,true
209,Fidelio Chasteau,2001/01/28,M,fchasteau5s@chicagotribune.com,+1 (540) 209-3995,Roanoke,Virginia,74 Scofield Junction,false
210,Ava Sultan,1937/12/31,F,asultan5t@disqus.com,+1 (574) 268-0897,South Bend,Indiana,9085 Donald Center,false
211,Tanner Groves,1967/04/19,M,tgroves5u@spiegel.de,+1 (724) 417-0077,Pittsburgh,Pennsylvania,07313 Cordelia Plaza,true
212,Allys Screaton,1954/05/26,F,ascreaton5v@moonfruit.com,+1 (619) 681-6892,San Diego,California,39 Cottonwood Street,true
213,Corby Snaddon,1958/09/21,M,csnaddon5w@illinois.edu,+1 (603) 858-1024,Manchester,New Hampshire,278 Merrick Plaza,false
214,Kile Wildbore,1979/06/15,M,kwildbore5x@wikipedia.org,+1 (518) 816-0239,Albany,New York,6260 Sauthoff Plaza,true
215,Renaldo Wilmut,1906/06/27,M,rwilmut5y@blogger.com,+1 (571) 876-2551,Ashburn,Virginia,00242 Loftsgordon Junction,false
216,Lydie Skayman,1994/12/20,F,lskayman5z@seattletimes.com,+1 (330) 110-5857,Youngstown,Ohio,708 Packers Road,false
217,Sacha Fores,1903/11/12,F,sfores60@people.com.cn,+1 (603) 456-0051,Portsmouth,New Hampshire,3225 Maywood Trail,false
218,Evyn Wickardt,1938/11/24,M,ewickardt61@redcross.org,+1 (915) 113-7254,El Paso,Texas,04514 Clemons Junction,true
219,Mitzi Calderon,1984/09/03,F,mcalderon62@cbsnews.com,+1 (805) 873-6561,Santa Barbara,California,8565 Bayside Trail,true
220,Yorgos Velden,2008/12/14,M,yvelden63@netscape.com,+1 (504) 701-2570,New Orleans,Louisiana,0121 Waubesa Junction,false
221,Holly Tunmore,1925/06/30,F,htunmore64@yahoo.co.jp,+1 (714) 991-3903,Anaheim,California,29 Dayton Parkway,true
222,Garvy Eloi,1928/06/26,M,geloi65@va.gov,+1 (814) 341-6604,Erie,Pennsylvania,38 Rigney Street,true
223,Scottie Symington,1914/02/02,M,ssymington66@opera.com,+1 (918) 315-3979,Tulsa,Oklahoma,8829 Burning Wood Lane,false
224,Daisi Watkins,1965/12/06,F,dwatkins67@ted.com,+1 (405) 270-0353,Oklahoma City,Oklahoma,63734 Hanson Avenue,false
225,Monique Criple,1939/09/16,F,mcriple68@timesonline.co.uk,+1 (321) 343-2363,Palm Bay,Florida,834 Toban Place,true
226,Kerrin Fike,1923/06/10,F,kfike69@usgs.gov,+1 (316) 556-0205,Wichita,Kansas,591 Helena Crossing,true
227,Heida Chatainier,1942/06/08,F,hchatainier6a@statcounter.com,+1 (850) 150-3023,Pensacola,Florida,5 Cambridge Drive,true
228,Kerri Redgrave,2005/02/14,F,kredgrave6b@nytimes.com,+1 (406) 960-7482,Missoula,Montana,092 Debs Place,true
229,Moses Hexum,1982/08/23,M,mhexum6c@illinois.edu,+1 (619) 908-3551,San Diego,California,8685 Upham Avenue,true
230,Kalvin Barnsdale,1938/07/13,M,kbarnsdale6d@nytimes.com,+1 (571) 393-3690,Arlington,Virginia,00 Kenwood Terrace,false
231,Heloise Briers,1969/02/19,F,hbriers6e@feedburner.com,+1 (518) 275-1594,Albany,New York,63385 Tennessee Parkway,true
232,Kevan Fairburn,1916/01/18,M,kfairburn6f@webnode.com,+1 (484) 947-2805,Valley Forge,Pennsylvania,73561 Leroy Trail,false
233,Aurore Bridgewood,1990/10/12,F,abridgewood6g@hao123.com,+1 (386) 960-2620,Daytona Beach,Florida,041 Forster Point,true
234,Becca Goldsmith,1929/06/07,F,bgoldsmith6h@microsoft.com,+1 (773) 994-9536,Chicago,Illinois,727 Erie Lane,false
235,Dulcia Sill,1955/11/29,F,dsill6i@scientificamerican.com,+1 (253) 486-4465,Seattle,Washington,7768 Merry Road,false
236,Lita Eagger,1922/08/26,F,leagger6j@cnbc.com,+1 (757) 711-3988,Chesapeake,Virginia,4374 Hanson Point,false
237,Fenelia Smiz,1972/03/24,F,fsmiz6k@webs.com,+1 (205) 752-9692,Birmingham,Alabama,28849 Merchant Park,true
238,Farris Bole,1980/02/09,M,fbole6l@ameblo.jp,+1 (916) 161-3610,Sacramento,California,432 Straubel Alley,true
239,Annice Dumigan,2007/08/25,F,adumigan6m@hostgator.com,+1 (917) 754-9364,Brooklyn,New York,88 East Terrace,true
240,Kelly Haygreen,1922/06/30,M,khaygreen6n@kickstarter.com,+1 (434) 236-3867,Lynchburg,Virginia,8 Northwestern Lane,false
241,Candy Ruppeli,1976/06/18,F,cruppeli6o@answers.com,+1 (615) 735-3914,Memphis,Tennessee,4 Grayhawk Center,true
242,Vivie Daily,1993/06/16,F,vdaily6p@techcrunch.com,+1 (937) 253-1881,Dayton,Ohio,054 Transport Court,true
243,Davis Corriea,1947/12/05,M,dcorriea6q@edublogs.org,+1 (937) 237-1608,Dayton,Ohio,888 Russell Trail,false
244,Anya Earsman,1968/12/27,F,aearsman6r@geocities.com,+1 (516) 558-1032,Port Washington,New York,3 Green Ridge Pass,true
245,Orella Elmore,1967/01/06,F,oelmore6s@cdc.gov,+1 (757) 208-5082,Virginia Beach,Virginia,185 Harper Way,true
246,Mina Arran,1905/07/16,F,marran6t@hhs.gov,+1 (214) 248-2660,Dallas,Texas,1 Glendale Drive,false
247,Lesley Talloe,2005/09/26,M,ltalloe6u@stanford.edu,+1 (912) 742-5227,Savannah,Georgia,0128 Debra Avenue,true
248,Aland Petrov,1973/08/04,M,apetrov6v@sitemeter.com,+1 (202) 298-1124,Washington,District of Columbia,316 Johnson Circle,false
249,Frazier Tooby,2008/08/25,M,ftooby6w@yelp.com,+1 (973) 237-6397,Paterson,New Jersey,165 Welch Way,false
250,Ethan Eannetta,1931/08/05,M,eeannetta6x@paypal.com,+1 (915) 298-4353,El Paso,Texas,500 Tomscot Plaza,true
251,Lanie Foulkes,1923/03/01,M,lfoulkes6y@reuters.com,+1 (214) 726-9864,Dallas,Texas,835 Dunning Place,true
252,Angus Jaine,1955/12/12,M,ajaine6z@is.gd,+1 (402) 191-5639,Lincoln,Nebraska,65503 Sunnyside Road,true
253,Sawyere Galia,2003/11/27,M,sgalia70@trellian.com,+1 (513) 577-9766,Cincinnati,Ohio,6753 Prentice Crossing,true
254,Aldridge McCormack,1949/01/22,M,amccormack71@spiegel.de,+1 (817) 205-0625,Fort Worth,Texas,42486 Eliot Hill,false
255,Rennie Faltskog,1931/12/15,F,rfaltskog72@spotify.com,+1 (810) 853-5274,Detroit,Michigan,485 Algoma Street,false
256,Trescha Oxborough,2011/12/26,F,toxborough73@csmonitor.com,+1 (954) 648-9034,Fort Lauderdale,Florida,648 Monterey Junction,true
257,Roderic Haskur,2014/04/14,M,rhaskur74@twitpic.com,+1 (808) 902-4918,Honolulu,Hawaii,553 Donald Terrace,false
258,Reta Fackney,1990/03/28,F,rfackney75@nasa.gov,+1 (239) 251-3767,Fort Myers,Florida,30028 Russell Junction,false
259,Kandace Tetsall,2011/06/23,F,ktetsall76@about.com,+1 (865) 120-7126,Knoxville,Tennessee,9150 Glacier Hill Trail,true
260,Corri Scrooby,2011/05/10,F,cscrooby77@wufoo.com,+1 (202) 815-3806,Washington,District of Columbia,987 Lotheville Lane,false
261,Glen Clementucci,1967/05/14,M,gclementucci78@nydailynews.com,+1 (571) 622-5360,Merrifield,Virginia,71 Rigney Point,true
262,Davis Illingworth,2003/05/18,M,dillingworth79@cbslocal.com,+1 (904) 356-6688,Jacksonville,Florida,08311 Roth Hill,true
263,Kailey Bengough,1981/03/30,F,kbengough7a@samsung.com,+1 (619) 473-8955,San Diego,California,7617 Mockingbird Avenue,false
264,Loretta Clowser,1957/07/30,F,lclowser7b@lulu.com,+1 (407) 980-8328,Orlando,Florida,667 Eastlawn Road,false
265,Worthy Sobczak,1939/03/04,M,wsobczak7c@va.gov,+1 (318) 142-6837,Shreveport,Louisiana,2 Longview Circle,true
266,Jeni Pusill,1940/09/05,F,jpusill7d@diigo.com,+1 (651) 316-6465,Saint Paul,Minnesota,09414 Kings Road,true
267,Timmie Sagrott,1930/03/21,F,tsagrott7e@jimdo.com,+1 (318) 279-0725,Shreveport,Louisiana,3358 Melody Court,true
268,Alejandro Hopkins,1956/05/23,M,ahopkins7f@comsenz.com,+1 (215) 934-5992,Philadelphia,Pennsylvania,59015 Carioca Plaza,true
269,Sydney Draisey,1959/09/30,F,sdraisey7g@dedecms.com,+1 (210) 656-8265,San Antonio,Texas,3 Chive Street,true
270,Evanne Boxhall,1998/10/11,F,eboxhall7h@nytimes.com,+1 (251) 792-1224,Mobile,Alabama,04081 Jay Crossing,false
271,Saidee Nelius,1917/12/26,F,snelius7i@techcrunch.com,+1 (361) 115-9626,Corpus Christi,Texas,572 Sachtjen Park,true
272,Guendolen Boughtwood,1993/12/08,F,gboughtwood7j@cbc.ca,+1 (415) 691-8378,San Francisco,California,19212 Doe Crossing Junction,false
273,Filmer De Filippo,1975/05/17,M,fde7k@gizmodo.com,+1 (818) 452-4860,Glendale,California,3 Northfield Alley,true
274,Essy Marrett,1936/11/17,F,emarrett7l@usnews.com,+1 (216) 964-2043,Cleveland,Ohio,72 Homewood Road,false
275,Blakelee Di Maria,1979/04/14,F,bdi7m@issuu.com,+1 (850) 640-4095,Pensacola,Florida,46350 Mallory Way,false
276,Urson Algar,1906/02/01,M,ualgar7n@google.com.hk,+1 (267) 952-7673,Levittown,Pennsylvania,7 Armistice Pass,false
277,Eachelle Shillaber,1947/10/31,F,eshillaber7o@soundcloud.com,+1 (321) 951-9207,Melbourne,Florida,40306 Kingsford Lane,false
278,Adan Adamovicz,1904/08/10,M,aadamovicz7p@ezinearticles.com,+1 (336) 869-9614,Greensboro,North Carolina,135 Russell Way,true
279,Zarla Grotty,1991/03/09,F,zgrotty7q@cdc.gov,+1 (203) 572-3217,New Haven,Connecticut,39825 Heffernan Avenue,true
280,Bentlee Figurski,1976/01/24,M,bfigurski7r@telegraph.co.uk,+1 (806) 884-8890,Amarillo,Texas,9753 Texas Trail,false
281,Garek Sparrow,1964/08/05,M,gsparrow7s@mozilla.org,+1 (607) 150-4506,Elmira,New York,3035 Iowa Avenue,true
282,Sayers Poundesford,1913/04/12,M,spoundesford7t@oaic.gov.au,+1 (918) 792-5815,Tulsa,Oklahoma,40 Vahlen Hill,true
283,Kylie Corby,1948/10/30,M,kcorby7u@mit.edu,+1 (405) 911-3057,Edmond,Oklahoma,27643 Crest Line Way,true
284,Cornelle Pudden,2017/04/01,F,cpudden7v@comcast.net,+1 (806) 687-3185,Lubbock,Texas,56 West Way,true
285,Norman Reddin,1998/06/15,M,nreddin7w@blinklist.com,+1 (808) 614-6802,Honolulu,Hawaii,75 Warbler Pass,true
286,Gianna Rubens,2008/05/25,F,grubens7x@mozilla.org,+1 (205) 237-0416,Birmingham,Alabama,85 Northport Trail,false
287,Aile Grigg,1932/08/10,F,agrigg7y@npr.org,+1 (202) 441-8665,Bethesda,Maryland,632 Forest Court,false
288,Anna-maria Colliber,1937/05/02,F,acolliber7z@yandex.ru,+1 (813) 611-9257,Tampa,Florida,5 Ruskin Parkway,false
289,Coreen Ottery,1952/10/19,F,cottery80@reddit.com,+1 (510) 272-9300,Oakland,California,86103 Dwight Circle,true
290,Beck Thurling,2000/05/16,M,bthurling81@taobao.com,+1 (512) 304-6822,Austin,Texas,752 Mayer Place,false
291,Wells Simmig,1924/12/03,M,wsimmig82@cafepress.com,+1 (234) 756-6880,Canton,Ohio,1637 Steensland Drive,false
292,Patty Dziwisz,1968/01/02,F,pdziwisz83@photobucket.com,+1 (901) 269-4689,Memphis,Tennessee,32 Miller Trail,false
293,Eb Gilardengo,1911/11/14,M,egilardengo84@latimes.com,+1 (520) 109-3536,Tucson,Arizona,8048 Lighthouse Bay Trail,false
294,Deanne Harragin,1945/08/31,F,dharragin85@ibm.com,+1 (765) 300-0457,Lafayette,Indiana,74 Reinke Junction,true
295,Ramsey Ahlin,1979/05/09,M,rahlin86@chicagotribune.com,+1 (213) 292-0127,Van Nuys,California,9 Cody Circle,true
296,Derby Salterne,1939/09/05,M,dsalterne87@hao123.com,+1 (316) 443-2809,Wichita,Kansas,99 Mesta Plaza,false
297,Mei Cayle,1902/07/15,F,mcayle88@soup.io,+1 (513) 575-9611,Cincinnati,Ohio,9344 Scoville Court,false
298,Clark Kerfoot,1935/06/18,M,ckerfoot89@etsy.com,+1 (260) 376-7917,Fort Wayne,Indiana,8209 Butterfield Place,true
299,Virgie Burles,1977/02/26,F,vburles8a@wix.com,+1 (203) 766-2791,New Haven,Connecticut,78 Hoard Street,true
300,Susan Gantz,1924/09/30,F,sgantz8b@nba.com,+1 (619) 635-1643,San Diego,California,0 Sommers Parkway,false
301,Steffie Twohig,1989/11/25,F,stwohig8c@i2i.jp,+1 (225) 599-2580,Baton Rouge,Louisiana,053 Cambridge Hill,true
302,Aliza Guille,1995/05/18,F,aguille8d@va.gov,+1 (443) 311-9980,Baltimore,Maryland,52546 Kennedy Parkway,true
303,Rutherford Andras,1938/02/25,M,randras8e@hud.gov,+1 (209) 632-5472,Fresno,California,4 Carberry Alley,true
304,Erie Sighard,1963/05/03,M,esighard8f@google.pl,+1 (515) 781-2673,Des Moines,Iowa,52 Northfield Way,true
305,Karie Albon,1923/08/09,F,kalbon8g@linkedin.com,+1 (918) 295-6694,Tulsa,Oklahoma,1 Northland Street,false
306,Cornie Alldritt,1901/03/08,F,calldritt8h@toplist.cz,+1 (785) 836-2998,Topeka,Kansas,8245 Melody Plaza,false
307,Marmaduke Simkins,2009/01/04,M,msimkins8i@mashable.com,+1 (904) 277-8021,Jacksonville,Florida,29 Oak Park,false
308,Shela Probbing,2013/07/14,F,sprobbing8j@fastcompany.com,+1 (707) 239-3465,Petaluma,California,5 Johnson Place,true
309,Nessy Bale,1900/07/24,F,nbale8k@nyu.edu,+1 (434) 376-0780,Lynchburg,Virginia,54250 Sloan Way,true
310,Flemming Matschke,1925/10/26,M,fmatschke8l@salon.com,+1 (772) 829-6822,Fort Pierce,Florida,32 Orin Court,false
311,Bibi Corbould,1923/02/27,F,bcorbould8m@taobao.com,+1 (408) 622-1808,San Jose,California,2802 Clemons Way,true
312,Shaine Sharpous,1945/11/11,M,ssharpous8n@rambler.ru,+1 (979) 476-9372,College Station,Texas,980 Monterey Hill,true
313,Dudley Burden,1909/12/02,M,dburden8o@archive.org,+1 (612) 221-5986,Minneapolis,Minnesota,24501 Randy Alley,true
314,Molli McPaik,1903/04/27,F,mmcpaik8p@feedburner.com,+1 (408) 919-0564,San Jose,California,6365 Petterle Way,true
315,Godiva Fipp,1913/05/27,F,gfipp8q@printfriendly.com,+1 (786) 602-3819,Hialeah,Florida,147 Forest Place,false
316,Tamiko Jenckes,1958/07/24,F,tjenckes8r@wikimedia.org,+1 (954) 895-9211,Fort Lauderdale,Florida,2 Orin Center,false
317,Selene Grigoriev,1934/05/16,F,sgrigoriev8s@pinterest.com,+1 (202) 185-8354,Washington,District of Columbia,342 Johnson Pass,false
318,Roberto Cona,2003/08/24,M,rcona8t@comsenz.com,+1 (202) 470-3369,Washington,District of Columbia,9926 Sugar Park,false
319,Odo Viggars,1989/10/19,M,oviggars8u@blinklist.com,+1 (804) 193-3096,Richmond,Virginia,912 Melody Point,true
320,Irving Schule,2009/12/05,M,ischule8v@nba.com,+1 (713) 202-7280,Houston,Texas,36 Scofield Terrace,true
321,Vanya Wharfe,2004/05/03,M,vwharfe8w@macromedia.com,+1 (859) 661-5465,Lexington,Kentucky,91800 Northview Center,false
322,Thibaut Vasilenko,1945/09/25,M,tvasilenko8x@gmpg.org,+1 (816) 957-5987,Shawnee Mission,Kansas,1952 Boyd Trail,false
323,Nanette Stepney,1999/11/12,F,nstepney8y@symantec.com,+1 (908) 200-7734,Elizabeth,New Jersey,5190 Thompson Court,false
324,Mair Smitheram,1943/11/09,F,msmitheram8z@sfgate.com,+1 (210) 133-5263,San Antonio,Texas,591 Garrison Terrace,true
325,Chloris Arling,1960/07/17,F,carling90@nymag.com,+1 (734) 318-1230,Dearborn,Michigan,68 Manley Drive,false
326,Jenilee Attenburrow,1922/12/30,F,jattenburrow91@samsung.com,+1 (504) 860-7615,Metairie,Louisiana,3 Westend Crossing,false
327,Billy Divell,1909/04/25,F,bdivell92@cbsnews.com,+1 (510) 568-2300,Berkeley,California,70 Forest Way,true
328,Lora Blaxter,1929/08/27,F,lblaxter93@dot.gov,+1 (404) 476-2473,Atlanta,Georgia,764 Oak Alley,true
329,Cherey Bougen,1940/09/12,F,cbougen94@clickbank.net,+1 (812) 183-3410,Evansville,Indiana,68 Nobel Place,false
330,Gaston Beavan,1959/02/07,M,gbeavan95@google.es,+1 (360) 854-8107,Olympia,Washington,30 Spohn Pass,false
331,Tobey Ritchley,1976/09/09,F,tritchley96@google.cn,+1 (952) 215-8568,Maple Plain,Minnesota,2052 Granby Hill,true
332,Bartholomeo Sunley,1999/08/21,M,bsunley97@miibeian.gov.cn,+1 (816) 507-7290,Kansas City,Missouri,309 Melvin Pass,true
333,Thebault Battaille,1929/08/15,M,tbattaille98@wikipedia.org,+1 (561) 504-5829,West Palm Beach,Florida,0010 Fairview Street,true
334,Brody Wallace,1932/03/23,M,bwallace99@wikispaces.com,+1 (513) 755-6488,Cincinnati,Ohio,8595 Bunting Center,false
335,Cristine Braferton,1983/07/27,F,cbraferton9a@unc.edu,+1 (951) 837-3928,Moreno Valley,California,12 Sunnyside Drive,false
336,Chancey Karys,1972/01/28,M,ckarys9b@wordpress.com,+1 (915) 289-6188,El Paso,Texas,5146 Drewry Park,true
337,Horten Helliar,1960/06/05,M,hhelliar9c@t-online.de,+1 (208) 452-8836,Boise,Idaho,3442 Bobwhite Drive,false
338,Claudell Jirieck,2010/03/22,M,cjirieck9d@blogs.com,+1 (205) 211-4382,Birmingham,Alabama,1856 Spaight Street,false
339,Alfonso Scarborough,1991/02/24,M,ascarborough9e@gnu.org,+1 (805) 663-8957,Simi Valley,California,2 Meadow Ridge Avenue,false
340,Llywellyn Dutt,2008/12/19,M,ldutt9f@umich.edu,+1 (907) 866-9105,Anchorage,Alaska,20149 Cascade Center,true
341,Umberto Inglefield,1943/03/26,M,uinglefield9g@odnoklassniki.ru,+1 (202) 343-0359,Washington,District of Columbia,92173 Surrey Court,true
342,Far Fludgate,1962/12/29,M,ffludgate9h@epa.gov,+1 (304) 814-7190,Huntington,West Virginia,8281 Tomscot Court,true
343,Davita Parmley,1993/05/25,F,dparmley9i@wiley.com,+1 (404) 298-4435,Atlanta,Georgia,39471 Hoffman Trail,false
344,Alexia Cobelli,1965/08/26,F,acobelli9j@mysql.com,+1 (361) 493-1279,Corpus Christi,Texas,365 Kenwood Lane,false
345,Serene Wragg,1987/10/06,F,swragg9k@quantcast.com,+1 (510) 389-5987,Oakland,California,1258 Anniversary Drive,true
346,Gallard Coomes,2012/11/30,M,gcoomes9l@mediafire.com,+1 (509) 594-0129,Spokane,Washington,6602 Cherokee Center,false
347,Joelie McCreery,1956/11/19,F,jmccreery9m@mozilla.org,+1 (850) 788-4026,Pensacola,Florida,5 Warrior Street,false
348,Sergio Niche,1931/06/15,M,sniche9n@chronoengine.com,+1 (916) 197-3372,Sacramento,California,74859 Karstens Terrace,true
349,Sterling Grindrod,1945/04/26,M,sgrindrod9o@posterous.com,+1 (214) 629-7390,Dallas,Texas,10639 Golf Course Pass,false
350,Abrahan Snewin,1915/01/25,M,asnewin9p@ted.com,+1 (859) 314-7394,Lexington,Kentucky,5203 Eastlawn Avenue,false
351,Debra Normandale,1943/06/28,F,dnormandale9q@narod.ru,+1 (972) 885-2902,Arlington,Texas,0807 Forest Run Parkway,false
352,Jarrett Rosencrantz,1901/12/14,M,jrosencrantz9r@blogs.com,+1 (210) 731-3964,San Antonio,Texas,83 Nelson Parkway,true
353,Gunar Rushbury,1953/06/12,M,grushbury9s@uiuc.edu,+1 (305) 154-2791,Miami,Florida,99213 Veith Circle,true
354,Kandace Athow,1975/06/12,F,kathow9t@google.de,+1 (865) 832-3536,Knoxville,Tennessee,34972 Lakewood Gardens Junction,false
355,Retha Loweth,2009/04/05,F,rloweth9u@jiathis.com,+1 (859) 961-5869,Lexington,Kentucky,5617 Truax Way,true
356,Deidre Bachshell,1983/05/06,F,dbachshell9v@senate.gov,+1 (402) 165-9668,Omaha,Nebraska,10 Arrowood Circle,false
357,Cybil Guisby,1920/01/26,F,cguisby9w@bluehost.com,+1 (646) 750-1468,New York City,New York,5081 New Castle Way,false
358,Laverne Shulem,1958/04/26,F,lshulem9x@icq.com,+1 (918) 894-0930,Tulsa,Oklahoma,4 Mallard Junction,true
359,Janith Trevarthen,1999/04/09,F,jtrevarthen9y@friendfeed.com,+1 (972) 226-2108,Dallas,Texas,78252 Arkansas Street,true
360,Renado Umpleby,1921/07/09,M,rumpleby9z@microsoft.com,+1 (678) 277-3265,Atlanta,Georgia,9495 Dwight Trail,false
361,Whitney Sellan,1916/12/30,F,wsellana0@netscape.com,+1 (408) 382-4681,San Jose,California,2 Vera Terrace,false
362,Elisabeth Quarmby,1984/03/17,F,equarmbya1@illinois.edu,+1 (859) 810-8253,Lexington,Kentucky,7 Summer Ridge Center,false
363,Koenraad Stiell,2016/02/13,M,kstiella2@fastcompany.com,+1 (615) 153-5715,Nashville,Tennessee,9716 Mayer Park,false
364,Lucas Bidewell,1985/02/28,M,lbidewella3@irs.gov,+1 (813) 177-4363,Zephyrhills,Florida,05 Pankratz Lane,false
365,Philip Cogley,1940/03/11,M,pcogleya4@statcounter.com,+1 (318) 269-2861,Shreveport,Louisiana,8 American Ash Road,true
366,Devy Haskew,1968/06/06,M,dhaskewa5@sohu.com,+1 (804) 360-1914,Richmond,Virginia,4243 Dryden Circle,true
367,Marj Gerrelt,1954/06/16,F,mgerrelta6@earthlink.net,+1 (616) 661-4865,Grand Rapids,Michigan,657 Aberg Terrace,true
368,Stevy Ordemann,2001/03/06,M,sordemanna7@eepurl.com,+1 (202) 725-1829,Washington,District of Columbia,4584 Ryan Junction,false
369,Flory Keppe,1926/09/27,M,fkeppea8@list-manage.com,+1 (828) 142-2047,Asheville,North Carolina,717 Fairview Pass,true
370,Zeb Dudgeon,1909/09/07,M,zdudgeona9@pcworld.com,+1 (910) 177-4307,Fayetteville,North Carolina,61597 Iowa Center,true
371,Harwilll Brennans,1911/01/12,M,hbrennansaa@kickstarter.com,+1 (941) 519-7505,North Port,Florida,5 Tennyson Terrace,true
372,Sidonia Gammons,1949/05/09,F,sgammonsab@yale.edu,+1 (937) 335-2137,Dayton,Ohio,17944 Alpine Way,false
373,Alena Swine,1931/11/28,F,aswineac@1688.com,+1 (409) 958-2494,Beaumont,Texas,8008 Cascade Street,true
374,Danika Shadwick,1942/05/24,F,dshadwickad@paypal.com,+1 (713) 728-5237,Houston,Texas,53065 Buell Circle,true
375,Granthem Bosche,1924/03/10,M,gboscheae@nsw.gov.au,+1 (513) 797-0489,Cincinnati,Ohio,27186 Sommers Place,true
376,Frederico Spradbrow,2014/11/12,M,fspradbrowaf@discovery.com,+1 (303) 610-5764,Englewood,Colorado,52442 Mallard Court,true
377,Creigh Skittles,2010/03/26,M,cskittlesag@tripod.com,+1 (361) 571-6332,Corpus Christi,Texas,423 Maryland Park,true
378,Marjorie Bocke,2005/04/02,F,mbockeah@theguardian.com,+1 (234) 767-1936,Akron,Ohio,107 Jay Pass,true
379,Rosana Branchflower,1916/01/07,F,rbranchflowerai@prlog.org,+1 (814) 569-6666,Erie,Pennsylvania,4 Macpherson Alley,false
380,Raquel Eldritt,1982/08/14,F,reldrittaj@gravatar.com,+1 (214) 674-3293,Garland,Texas,5 Jana Street,true
381,Vanya Allnatt,1957/05/08,F,vallnattak@example.com,+1 (206) 525-5733,Seattle,Washington,4309 Hollow Ridge Court,false
382,Cass Chezelle,2005/03/10,F,cchezelleal@phoca.cz,+1 (813) 213-8320,Clearwater,Florida,9 Petterle Place,true
383,Lavinia Karim,1930/09/19,F,lkarimam@mayoclinic.com,+1 (626) 728-5032,Pasadena,California,0751 Arrowood Park,true
384,Hermon Balassa,1904/02/20,M,hbalassaan@google.cn,+1 (208) 388-8575,Boise,Idaho,62 Truax Plaza,true
385,Devonna Miskin,1923/01/19,F,dmiskinao@networkadvertising.org,+1 (337) 791-3258,Lafayette,Louisiana,0846 Valley Edge Point,true
386,Vasili Kroin,1917/01/23,M,vkroinap@irs.gov,+1 (339) 199-2431,Woburn,Massachusetts,4 Nobel Court,false
387,Butch Luckett,1978/05/03,M,bluckettaq@kickstarter.com,+1 (913) 531-6616,Kansas City,Kansas,4 Sachtjen Point,false
388,Desmund Tampen,2001/10/11,M,dtampenar@mediafire.com,+1 (260) 794-7790,Fort Wayne,Indiana,43 Eastwood Drive,true
389,Brandon Gook,1942/09/14,M,bgookas@microsoft.com,+1 (810) 417-4389,Detroit,Michigan,7 Crowley Trail,true
390,Ford Gronw,1945/12/29,M,fgronwat@wiley.com,+1 (814) 368-8325,Erie,Pennsylvania,1821 Brickson Park Pass,false
391,Eadmund Hatz,1933/09/14,M,ehatzau@google.pl,+1 (202) 617-1496,Washington,District of Columbia,12305 Bowman Point,true
392,Matthew Mytton,1980/02/10,M,mmyttonav@opera.com,+1 (617) 782-6813,Boston,Massachusetts,7673 American Ash Junction,false
393,Ginni Akerman,1915/12/08,F,gakermanaw@ovh.net,+1 (713) 538-8186,Houston,Texas,5185 Independence Plaza,false
394,Cordula Macklam,2011/09/15,F,cmacklamax@kickstarter.com,+1 (217) 239-7553,Springfield,Illinois,1558 Dunning Avenue,false
395,Zulema Warricker,1941/06/03,F,zwarrickeray@livejournal.com,+1 (859) 857-4266,Lexington,Kentucky,3 Birchwood Avenue,false
396,Jeno Brydell,1994/10/03,M,jbrydellaz@omniture.com,+1 (925) 632-8247,Concord,California,2 Loftsgordon Junction,false
397,Ralph Manser,1931/07/24,M,rmanserb0@fotki.com,+1 (612) 734-2752,Minneapolis,Minnesota,15 Grayhawk Center,true
398,Bronnie Adriaens,1977/04/26,M,badriaensb1@harvard.edu,+1 (865) 193-9197,Knoxville,Tennessee,3109 Gerald Trail,true
399,Janos Hardstaff,1992/08/28,M,jhardstaffb2@independent.co.uk,+1 (309) 411-2815,Peoria,Illinois,10943 Gateway Circle,true
400,Lucy Cossem,1954/11/02,F,lcossemb3@hud.gov,+1 (405) 902-6042,Oklahoma City,Oklahoma,57269 Claremont Trail,true
401,Vannie McKeady,2013/08/18,F,vmckeadyb4@cornell.edu,+1 (267) 404-9786,Philadelphia,Pennsylvania,268 Gerald Avenue,true
